Time; Position; Velocity; Acceleration
1,144999;3,541343;-11,23246;-0,04905
1,149999;3,484936;-11,28151;-0,04905
1,154999;3,428283;-11,33056;-0,04905
1,159999;3,371385;-11,37961;-0,04905
1,164999;3,314242;-11,42866;-0,04905
1,169999;3,256853;-11,47771;-0,04905
1,174999;3,199219;-11,52676;-0,04905
1,179999;3,14134;-11,57582;-0,04905
1,184999;3,083216;-11,62487;-0,04905
1,189999;3,024847;-11,67392;-0,04905
1,194999;2,966232;-11,72297;-0,04905
1,199999;2,907372;-11,77202;-0,04905
1,204999;2,848266;-11,82107;-0,04905
1,209999;2,788916;-11,87012;-0,04905
1,214999;2,72932;-11,91917;-0,04905
1,219999;2,669479;-11,96822;-0,04905
1,224999;2,609393;-12,01727;-0,04905
1,229999;2,549061;-12,06632;-0,04905
1,234999;2,488484;-12,11537;-0,04905
1,239999;2,427662;-12,16442;-0,04905
1,244999;2,366595;-12,21347;-0,04905
1,249999;2,305282;-12,26252;-0,04905
1,254999;2,243724;-12,31157;-0,04905
1,259999;2,181921;-12,36062;-0,04905
1,264999;2,119873;-12,40967;-0,04905
1,269999;2,057579;-12,45872;-0,04905
1,274999;1,99504;-12,50777;-0,04905
1,279999;1,932256;-12,55682;-0,04905
1,284999;1,869227;-12,60587;-0,04905
1,289999;1,805952;-12,65492;-0,04905
1,294999;1,742432;-12,70397;-0,04905
1,299999;1,678667;-12,75302;-0,04905
1,304999;1,614657;-12,80207;-0,04905
1,309999;1,550401;-12,85112;-0,04905
1,314999;1,4859;-12,90017;-0,04905
1,319999;1,421154;-12,94922;-0,04905
1,324999;1,356163;-12,99827;-0,04905
1,329999;1,290926;-13,04733;-0,04905
1,334999;1,225444;-13,09638;-0,04905
1,339999;1,159717;-13,14543;-0,04905
1,344999;1,093745;-13,19448;-0,04905
1,349999;1,027527;-13,24353;-0,04905
1,354999;0,9610645;-13,29258;-0,04905
1,359999;0,8943563;-13,34163;-0,04905
1,364999;0,8274029;-13,39068;-0,04905
1,369999;0,7602043;-13,43973;-0,04905
1,374999;0,6927604;-13,48878;-0,04905
1,379999;0,6250713;-13,53783;-0,04905
1,384999;0,5571369;-13,58688;-0,04905
1,389999;0,613896;10,83662;0,04110559
1,394999;0,6678339;10,78757;-0,04905
1,399999;0,7215264;10,73852;-0,04905
1,404999;0,7749738;10,68947;-0,04905
1,409999;0,8281759;10,64042;-0,04905
1,414999;0,8811327;10,59137;-0,04905
1,419999;0,9338443;10,54232;-0,04905
1,424999;0,9863107;10,49327;-0,04905
1,429999;1,038532;10,44422;-0,04905
1,434999;1,090508;10,39517;-0,04905
1,439999;1,142238;10,34612;-0,04905
1,444999;1,193724;10,29707;-0,04905
1,449999;1,244964;10,24802;-0,04905
1,454999;1,295959;10,19897;-0,04905
