Time;Position;Velocity;Acceleration;ActualTime
26,90498;1,911133;1,6961;-0,04905;638544990194211640
26,90998;1,919368;1,64705;-0,04905;638544990194261644
26,91498;1,927358;1,598;-0,04905;638544990194311650
26,91998;1,935103;1,54895;-0,04905;638544990194371668
26,92498;1,942602;1,4999;-0,04905;638544990194431649
26,92998;1,949856;1,45085;-0,04905;638544990194491643
26,93497;1,956865;1,401801;-0,04905;638544990194541661
26,93997;1,963629;1,352751;-0,04905;638544990194601655
26,94497;1,970147;1,303701;-0,04905;638544990194601655
26,94997;1,976421;1,254651;-0,04905;638544990194661654
26,95497;1,982449;1,205601;-0,04905;638544990194721657
26,95997;1,988232;1,156551;-0,04905;638544990194781646
26,96497;1,993769;1,107501;-0,04905;638544990194831654
26,96997;1,999061;1,058451;-0,04905;638544990194881656
26,97497;2,004108;1,009401;-0,04905;638544990194941650
26,97997;2,00891;0,9603508;-0,04905;638544990194991653
26,98497;2,013467;0,9113008;-0,04905;638544990195051641
26,98997;2,017778;0,8622508;-0,04905;638544990195051641
26,99496;2,021844;0,8132008;-0,04905;638544990195101642
26,99996;2,025665;0,7641509;-0,04905;638544990195151659
27,00496;2,02924;0,7151009;-0,04905;638544990195201667
27,00996;2,03257;0,6660509;-0,04905;638544990195261645
27,01496;2,035655;0,6170009;-0,04905;638544990195311651
27,01996;2,038495;0,567951;-0,04905;638544990195361652
27,02496;2,04109;0,518901;-0,04905;638544990195411652
27,02996;2,043439;0,469851;-0,04905;638544990195461656
27,03496;2,045543;0,420801;-0,04905;638544990195521661
27,03996;2,047401;0,371751;-0,04905;638544990195581655
27,04496;2,049015;0,322701;-0,04905;638544990195641647
27,04996;2,050383;0,273651;-0,04905;638544990195691650
27,05495;2,051506;0,224601;-0,04905;638544990195751645
27,05995;2,052384;0,175551;-0,04905;638544990195751645
27,06495;2,053017;0,126501;-0,04905;638544990195811646
27,06995;2,053404;0,07745096;-0,04905;638544990195871642
27,07495;2,053546;0,02840096;-0,04905;638544990195921647
27,07995;2,053443;-0,02064905;-0,04905;638544990195971662
27,08495;2,053094;-0,06969905;-0,04905;638544990196031654
27,08995;2,0525;-0,1187491;-0,04905;638544990196091643
27,09495;2,051661;-0,1677991;-0,04905;638544990196141655
27,09995;2,050577;-0,2168491;-0,04905;638544990196201668
27,10495;2,049248;-0,2658991;-0,04905;638544990196201668
27,10995;2,047673;-0,3149491;-0,04905;638544990196261645
27,11494;2,045853;-0,3639991;-0,04905;638544990196311652
27,11994;2,043788;-0,4130491;-0,04905;638544990196371659
27,12494;2,041477;-0,4620991;-0,04905;638544990196421659
27,12994;2,038921;-0,511149;-0,04905;638544990196481650
27,13494;2,03612;-0,560199;-0,04905;638544990196531656
27,13994;2,033074;-0,609249;-0,04905;638544990196581662
27,14494;2,029783;-0,658299;-0,04905;638544990196641647
27,14994;2,026246;-0,7073489;-0,04905;638544990196701656
27,15494;2,022464;-0,7563989;-0,04905;638544990196701656
27,15994;2,018437;-0,8054489;-0,04905;638544990196761644
27,16494;2,014164;-0,8544989;-0,04905;638544990196811654
27,16994;2,009646;-0,9035488;-0,04905;638544990196871661
27,17493;2,004884;-0,9525988;-0,04905;638544990196931657
27,17993;1,999875;-1,001649;-0,04905;638544990196991654
27,18493;1,994622;-1,050699;-0,04905;638544990197051644
27,18993;1,989123;-1,099749;-0,04905;638544990197051644
27,19493;1,983379;-1,148799;-0,04905;638544990197111637
27,19993;1,97739;-1,197849;-0,04905;638544990197161648
27,20493;1,971155;-1,246899;-0,04905;638544990197221656
27,20993;1,964676;-1,295949;-0,04905;638544990197271669
27,21493;1,957951;-1,344999;-0,04905;638544990197331660
27,21993;1,95098;-1,394049;-0,04905;638544990197391648
27,22493;1,943765;-1,443099;-0,04905;638544990197441670
27,22993;1,936304;-1,492149;-0,04905;638544990197501652
27,23492;1,928598;-1,541198;-0,04905;638544990197501652
27,23992;1,920647;-1,590248;-0,04905;638544990197561649
27,24492;1,91245;-1,639298;-0,04905;638544990197621656
27,24992;1,904009;-1,688348;-0,04905;638544990197671660
27,25492;1,895322;-1,737398;-0,04905;638544990197721664
27,25992;1,886389;-1,786448;-0,04905;638544990197781651
27,26492;1,877212;-1,835498;-0,04905;638544990197831660
27,26992;1,867789;-1,884548;-0,04905;638544990197891654
27,27492;1,858121;-1,933598;-0,04905;638544990197941658
27,27992;1,848208;-1,982648;-0,04905;638544990197991663
27,28492;1,838049;-2,031698;-0,04905;638544990198051634
27,28992;1,827646;-2,080748;-0,04905;638544990198051634
27,29491;1,816997;-2,129798;-0,04905;638544990198101643
27,29991;1,806102;-2,178849;-0,04905;638544990198151645
27,30491;1,794963;-2,227899;-0,04905;638544990198201656
27,30991;1,783578;-2,276949;-0,04905;638544990198261642
27,31491;1,771948;-2,325999;-0,04905;638544990198311649
27,31991;1,760073;-2,375049;-0,04905;638544990198361650
27,32491;1,747952;-2,424099;-0,04905;638544990198421658
27,32991;1,735587;-2,473149;-0,04905;638544990198471662
27,33491;1,722976;-2,522199;-0,04905;638544990198521662
27,33991;1,710119;-2,571249;-0,04905;638544990198581660
27,34491;1,697018;-2,620299;-0,04905;638544990198641651
27,34991;1,683671;-2,669349;-0,04905;638544990198691653
27,3549;1,670079;-2,7184;-0,04905;638544990198741666
27,3599;1,656242;-2,76745;-0,04905;638544990198801656
27,3649;1,642159;-2,8165;-0,04905;638544990198801656
27,3699;1,627832;-2,86555;-0,04905;638544990198861637
27,3749;1,613259;-2,9146;-0,04905;638544990198911646
27,3799;1,598441;-2,96365;-0,04905;638544990198961648
27,3849;1,583377;-3,0127;-0,04905;638544990199021664
27,3899;1,568068;-3,06175;-0,04905;638544990199081652
27,3949;1,552514;-3,1108;-0,04905;638544990199131655
27,3999;1,536715;-3,15985;-0,04905;638544990199191646
27,4049;1,520671;-3,2089;-0,04905;638544990199241653
27,40989;1,504381;-3,257951;-0,04905;638544990199301659
27,41489;1,487846;-3,307001;-0,04905;638544990199301659
27,41989;1,471066;-3,356051;-0,04905;638544990199361655
27,42489;1,45404;-3,405101;-0,04905;638544990199416875
27,42989;1,436769;-3,454151;-0,04905;638544990199476773
27,43489;1,419253;-3,503201;-0,04905;638544990199526781
27,43989;1,401492;-3,552251;-0,04905;638544990199576781
27,44489;1,383485;-3,601301;-0,04905;638544990199636780
27,44989;1,365234;-3,650351;-0,04905;638544990199686787
27,45489;1,346737;-3,699401;-0,04905;638544990199746785
27,45989;1,327994;-3,748451;-0,04905;638544990199746785
